MLSNum,HouseStatus,StatusChangeTimestamp,PropType,ListPrice,ClosePrice,Address,City,Acres,SqFtTotal,SqFtEstHeatedAboveGrade,StyleorRentType,RoomsTotal,BedsTotal,Bathrooms,GaragePark,YearBuilt,DaysonMarket,AgentID,listingagent,PhoneNumber,Email,Year,Year_Month,Day_of_Week
170531966,CLSD,2023-01-25,SF,239900,245000.0,53 Brookline Dr,East Hartford,0.24,1221,1221,Ranch,5,3,1.5,1 Car/Attached Garage,1960,6,243,Barrett Daly Team at Berkshire Hathaway HomeServices New England Properties,9594777497,barrettdalyteamatberkshirehathawayhomeservicesnewenglandproperties@example.com,2023,2023-01,Wednesday
170514345,CLSD,2022-11-04,SF,218500,225000.0,29 Courtland St,Manchester,0.16,1179,1179,Cape Cod,6,3,1.5,"1 Car/Attached Garage, Paved, Off Street Parking",1940,5,244,norman s S Hamilton,9594433939,normansshamilton@example.com,2022,2022-11,Friday
170524069,CLSD,2023-02-06,SF,239900,245000.0,50 Henderson Dr,East Hartford,0.24,1030,1030,Split Level,6,3,2.0," Car/Paved, Driveway, Off Street Parking",1960,9,244,norman s S Hamilton,9594433939,normansshamilton@example.com,2023,2023-02,Monday
170527411,CLSD,2022-11-04,SF,244900,265000.0,48 McKinley St,Manchester,0.18,1460,1460,Colonial,6,3,1.5,2 Car/Detached Garage,1925,5,244,norman s S Hamilton,9594433939,normansshamilton@example.com,2022,2022-11,Friday
170483114,CLSD,2022-06-15,SF,249900,249900.0,3 Chamberlain St,Vernon,0.22,1494,1494,Victorian,7,3,2.0,2 Car/Detached Garage,1880,7,245,Lisa Trombly,9592351365,lisatrombly@example.com,2022,2022-06,Wednesday
170489212,CLSD,2022-06-23,SF,279900,280000.0,105 Broad St,Manchester,0.14,1832,1274,Colonial,5,3,1.5,2 Car/Detached Garage,1957,1,245,Lisa Trombly,9592351365,lisatrombly@example.com,2022,2022-06,Thursday
170517215,CLSD,2022-09-28,SF,229900,245000.0,59 Lydall Rd,East Hartford,0.47,1306,1306,Cape Cod,6,3,2.0," Car/Paved, Driveway",1953,3,245,Lisa Trombly,9592351365,lisatrombly@example.com,2022,2022-09,Wednesday
170517388,CLSD,2023-02-25,SF,289900,282000.0,61 Thrall Rd,Vernon,0.31,1644,1644,Cape Cod,7,3,2.0,2 Car/Attached Garage,1957,72,245,Lisa Trombly,9592351365,lisatrombly@example.com,2023,2023-02,Saturday
170540978,CLSD,2023-01-27,SF,269900,275000.0,113 Hollister St,Manchester,0.17,1439,1439,Colonial,6,3,1.5,1 Car/Detached Garage,1924,2,245,Lisa Trombly,9592351365,lisatrombly@example.com,2023,2023-01,Friday
170490876,CLSD,2022-11-29,SF,239900,245000.0,51 Spaulding Cir,East Hartford,0.24,1304,1304,Colonial,6,3,2.0, Car/Paved,1942,2,246,Harrison Amadasun,2036649286,harrisonamadasun@example.com,2022,2022-11,Tuesday
170484183,CLSD,2022-05-24,SF,224900,245000.0,87 Chesslee Rd,East Hartford,0.23,1030,1030,Split Level,5,3,1.5,2 Car/Attached Garage,1959,2,247,Noreen A Philbin,8601002874,noreenaphilbin@example.com,2022,2022-05,Tuesday
170496984,CLSD,2022-07-07,SF,259900,288250.0,16 Norige Dr,East Hartford,0.38,1600,1600,Colonial,7,3,1.5,2 Car/Attached Garage,1975,3,247,Noreen A Philbin,8601002874,noreenaphilbin@example.com,2022,2022-07,Thursday
170465231,CLSD,2022-04-22,SF,214900,245000.0,21 Arbutus St,East Hartford,0.26,1236,1236,Ranch,5,3,2.0,1 Car/Attached Garage,1966,65,248,Lynne M Metevier,2030120105,lynnemmetevier@example.com,2022,2022-04,Friday
170520838,CLSD,2022-11-19,SF,279900,290000.0,11 W. Cotton Hill Rd,Portland,0.69,2415,1515,Ranch,6,3,1.5,2 Car/Attached Garage,1957,28,248,Lynne M Metevier,2030120105,lynnemmetevier@example.com,2022,2022-11,Saturday
170496147,CLSD,2022-07-14,SF,195900,219000.0,478 Cornwall St,Hartford,0.18,1344,1344,Cape Cod,6,3,2.0," Car/Paved, Off Street Parking",1942,4,249,Sheneen Williams,4754839357,sheneenwilliams@example.com,2022,2022-07,Thursday
170516382,CLSD,2022-11-26,SF,239000,246000.0,25 Cavan Rd,East Hartford,0.32,1284,1284,Colonial,6,3,2.0,1 Car/Attached Garage,1957,26,249,Sheneen Williams,4754839357,sheneenwilliams@example.com,2022,2022-11,Saturday
170527461,CLSD,2023-03-17,SF,247900,247900.0,10 Crescent Ct,East Hartford,0.35,1344,1344,Ranch,6,3,2.0," Car/Driveway, Off Street Parking",1950,105,250,Johnny Arroyo,9596202524,johnnyarroyo@example.com,2023,2023-03,Friday
170508558,CLSD,2022-09-08,SF,225000,225000.0,105 Ansonia St,Hartford,0.21,1114,1114,Cape Cod,6,3,1.5,1 Car/Detached Garage,1940,6,251,The Mike Robinson Team,8606726684,themikerobinsonteam@example.com,2022,2022-09,Thursday
170528449,CLSD,2022-12-15,SF,249900,249900.0,1664 Main St,East Hartford,0.34,1286,1286,Ranch,5,3,2.0,1 Car/Under House Garage,2005,1,251,The Mike Robinson Team,8606726684,themikerobinsonteam@example.com,2022,2022-12,Thursday
170347959,CLSD,2022-09-21,SF,99900,88000.0,171 Wilson St,Hartford,0.17,1510,1510,Colonial,8,3,1.5,"3 Car/Detached Garage, Other",1926,4,252,Tony S Marques,9598544137,tonysmarques@example.com,2022,2022-09,Wednesday
170464808,CLSD,2022-04-11,SF,229900,234600.0,187 Hartland St,Hartford,0.13,1244,1244,Cape Cod,6,3,2.0, Car/Off Street Parking,1944,29,252,Tony S Marques,9598544137,tonysmarques@example.com,2022,2022-04,Monday
170478138,CLSD,2022-06-28,SF,459900,450000.0,12 Saxton Ln,East Windsor,0.88,1916,1916,Ranch,7,3,2.0,"2 Car/Attached Garage, Off Street Parking",2008,34,252,Tony S Marques,9598544137,tonysmarques@example.com,2022,2022-06,Tuesday
170480461,CLSD,2022-11-18,SF,249900,249900.0,54 Michael Ave,East Hartford,0.0,1372,1372,Colonial,7,3,1.5,"1 Car/Attached Garage, Paved, Off Street Parking",1962,105,252,Tony S Marques,9598544137,tonysmarques@example.com,2022,2022-11,Friday
170504329,CLSD,2022-08-23,SF,249900,250000.0,52 Ellsworth St,Hartford,0.17,1312,1312,Colonial,6,3,1.5,2 Car/Detached Garage,1880,16,252,Tony S Marques,9598544137,tonysmarques@example.com,2022,2022-08,Tuesday
170504799,CLSD,2022-07-22,SF,329900,329900.0,22 Crocker Ave,West Hartford,0.17,1416,1058,Split Level,6,3,1.5,"1 Car/Attached Garage, Covered Garage, Paved",1961,4,252,Tony S Marques,9598544137,tonysmarques@example.com,2022,2022-07,Friday
170504788,CLSD,2022-08-28,SF,249999,260000.0,198 Burnham St,Hartford,0.13,1536,1536,Colonial,6,3,1.5, Car/Paved,1928,6,253,Daeson Benjamin,8605974539,daesonbenjamin@example.com,2022,2022-08,Sunday
170534354,CLSD,2023-02-06,SF,249999,250000.0,61 Arnold Dr,East Hartford,0.34,952,952,Ranch,5,3,1.5,1 Car/Attached Garage,1961,46,253,Daeson Benjamin,8605974539,daesonbenjamin@example.com,2023,2023-02,Monday
170506166,CLSD,2022-09-07,SF,284995,295000.0,26 Carr Ave,Newington,0.3,1537,1152,Ranch,5,3,1.5,"1 Car/Attached Garage, Covered Garage",1958,8,254,Nadia Arias,2036626270,nadiaarias@example.com,2022,2022-09,Wednesday
170516231,CLSD,2022-09-28,SF,228997,250000.0,4 Landers Rd,East Hartford,0.27,1237,912,Ranch,5,3,2.0,1 Car/Attached Garage,1951,4,254,Nadia Arias,2036626270,nadiaarias@example.com,2022,2022-09,Wednesday
170497381,CLSD,2022-08-10,SF,229900,250000.0,39 Chesslee Rd,East Hartford,0.24,1030,1030,Split Level,6,3,2.0,1 Car/Attached Garage,1959,4,255,Kathleen M Sitek,9599730017,kathleenmsitek@example.com,2022,2022-08,Wednesday
170525109,CLSD,2022-10-15,SF,149900,160000.0,9 Harlow St,Vernon,0.13,1447,1447,Colonial,7,3,2.0,2 Car/Detached Garage,1920,5,255,Kathleen M Sitek,9599730017,kathleenmsitek@example.com,2022,2022-10,Saturday
170535560,CLSD,2022-12-30,SF,269900,300000.0,66 Frederic Rd,Vernon,0.81,1552,1552,Ranch,7,3,1.5,1 Car/Attached Garage,1965,4,255,Kathleen M Sitek,9599730017,kathleenmsitek@example.com,2022,2022-12,Friday
170480900,CLSD,2022-06-28,SF,239900,250000.0,3 Terrace Ave,East Hartford,0.26,1456,1456,Cape Cod,6,3,2.0," Car/Paved, Off Street Parking",1983,28,256,Davonne K Biggins,4754672638,davonnekbiggins@example.com,2022,2022-06,Tuesday
170473282,CLSD,2022-05-10,SF,249900,250000.0,31 Woodycrest Dr,East Hartford,0.22,1272,1272,Colonial,7,3,1.5,1 Car/Attached Garage,1950,15,257,Richard Santasiere,9599785768,richardsantasiere@example.com,2022,2022-05,Tuesday
170469124,CLSD,2022-04-25,SF,249900,250000.0,127 Brookfield Dr,East Hartford,0.23,1217,1217,Ranch,5,3,1.5,1 Car/Attached Garage,1955,26,258,Marc Labrie,9597725838,marclabrie@example.com,2022,2022-04,Monday
170468314,CLSD,2022-04-02,SF,250000,250000.0,96 Britt Rd,East Hartford,0.19,1228,1228,Ranch,5,3,1.5, Car/Off Street Parking,1951,3,259,Andrea Rodriguez,8602992146,andrearodriguez@example.com,2022,2022-04,Saturday
170514291,CLSD,2022-10-21,SF,260000,260000.0,56 Milford St,Hartford,0.15,1786,1386,Cape Cod,6,3,2.0," Car/Paved, Driveway, Off Street Parking",1956,8,259,Andrea Rodriguez,8602992146,andrearodriguez@example.com,2022,2022-10,Friday
170515958,CLSD,2022-09-26,SF,230000,251000.0,244 Woodycrest Dr,East Hartford,0.17,1304,1304,Ranch,7,3,2.0, Car/Driveway,1950,3,260,Sonia Peck,2033757504,soniapeck@example.com,2022,2022-09,Monday
170486134,CLSD,2022-06-09,SF,239900,251000.0,147 Henderson Dr,East Hartford,0.25,1427,1427,Split Level,5,3,2.0,"2 Car/Attached Garage, Carport",1960,9,261,Scott C Nardozzi,2039917098,scottcnardozzi@example.com,2022,2022-06,Thursday
170512609,CLSD,2022-10-06,SF,339900,332000.0,110 Ridge Rd,Middletown,0.43,1311,1311,Colonial,6,3,1.5," Car/Paved, Driveway",1900,26,261,Scott C Nardozzi,2039917098,scottcnardozzi@example.com,2022,2022-10,Thursday
170523861,CLSD,2022-12-22,SF,259900,262000.0,51 Mountain View Dr,East Hartford,0.23,1245,1245,Ranch,6,3,1.5,1 Car/Attached Garage,1960,18,262,Kelsey Roberts,9590321968,kelseyroberts@example.com,2022,2022-12,Thursday
170529601,CLSD,2022-12-18,SF,259900,255000.0,45 Mountain View Dr,East Hartford,0.23,952,952,Ranch,5,3,2.0,"1 Car/Attached Garage, Under House Garage, Driveway",1960,23,262,Kelsey Roberts,9590321968,kelseyroberts@example.com,2022,2022-12,Sunday
170544312,CLSD,2023-03-15,SF,314000,305000.0,540 Slater Rd,New Britain,0.18,1794,1794,Raised Ranch,7,3,2.0," Car/Paved, Driveway",1989,17,262,Kelsey Roberts,9590321968,kelseyroberts@example.com,2023,2023-03,Wednesday
170463428,CLSD,2022-06-06,SF,289900,289000.0,77 Wilbur Dr,Newington,0.55,1267,1267,Cape Cod,6,3,1.5,1 Car/Detached Garage,1948,79,263,Philip Ledwith,4757265174,philipledwith@example.com,2022,2022-06,Monday
170481148,CLSD,2022-06-06,SF,120000,111500.0,69 Oak St,Manchester,0.2,1235,1235,Colonial,5,3,1.5, Car/Off Street Parking,1847,3,263,Philip Ledwith,4757265174,philipledwith@example.com,2022,2022-06,Monday
170496229,CLSD,2022-12-12,SF,269900,272000.0,132 Wetherell St,Manchester,0.22,1275,1275,Cape Cod,6,3,1.5,1 Car/Under House Garage,1952,90,263,Philip Ledwith,4757265174,philipledwith@example.com,2022,2022-12,Monday
170516685,CLSD,2023-01-16,SF,175000,190000.0,112 Woodhill Rd,Manchester,0.27,1154,1154,Ranch,5,3,1.5, Car/Paved,1963,41,263,Philip Ledwith,4757265174,philipledwith@example.com,2023,2023-01,Monday
170525452,CLSD,2022-12-24,SF,274900,255000.0,66 Burnbrook Rd,East Hartford,0.32,1384,1384,Cape Cod,6,3,2.0,1 Car/Attached Garage,1955,53,263,Philip Ledwith,4757265174,philipledwith@example.com,2022,2022-12,Saturday
170512588,CLSD,2022-10-11,SF,249900,255000.0,10 Brook St,East Hartford,0.24,1372,1372,Colonial,6,3,1.5,"1 Car/Paved, Driveway",1960,40,264,Anita M Morrison,4755394750,anitammorrison@example.com,2022,2022-10,Tuesday
170506384,CLSD,2023-01-10,SF,255000,255000.0,232 Ridgewood Rd,East Hartford,0.51,1372,1372,Ranch,6,3,1.5,1 Car/Attached Garage,1955,16,265,Paul Cutler,8602390427,paulcutler@example.com,2023,2023-01,Tuesday
170495501,CLSD,2022-07-08,SF,249900,255000.0,45 Temple Dr,East Hartford,0.38,1645,1345,Raised Ranch,5,3,1.5,2 Car/Under House Garage,1965,6,266,Frank J Bill,2034942627,frankjbill@example.com,2022,2022-07,Friday
170484501,CLSD,2022-06-06,SF,225000,255000.0,133 Washington Ave,East Hartford,0.2,1318,1318,Ranch,6,3,1.5,1 Car/Attached Garage,1942,2,267,Linda B Johnson,9599163151,lindabjohnson@example.com,2022,2022-06,Monday
170498885,CLSD,2022-08-01,SF,219900,235000.0,126 Palm St,Hartford,0.16,1932,1932,Colonial,7,3,1.5,"2 Car/Detached Garage, Paved",1925,1,267,Linda B Johnson,9599163151,lindabjohnson@example.com,2022,2022-08,Monday
170478786,CLSD,2022-06-14,SF,265000,255000.0,118 Sandra Dr,East Hartford,0.29,1248,1248,Split Level,5,3,1.5,1 Car/Attached Garage,1957,49,268,Nellie Legrand,2036397161,nellielegrand@example.com,2022,2022-06,Tuesday
170496319,CLSD,2022-07-01,SF,247000,259000.0,115 Cipolla Dr,East Hartford,0.34,1317,1317,Ranch,6,3,1.5,1 Car/Attached Garage,1957,30,269,Jennifer Garcia,9591633619,jennifergarcia@example.com,2022,2022-07,Friday
170543450,CLSD,2023-03-02,SF,259900,260000.0,169 Lydall Rd,East Hartford,0.18,1307,1307,Cape Cod,6,3,2.0,2 Car/Attached Garage,1953,25,270,Shanelle Pinder,2035813908,shanellepinder@example.com,2023,2023-03,Thursday
170467308,CLSD,2022-04-20,SF,369900,410000.0,245 Timrod Rd,Manchester,0.41,2028,2028,Ranch,7,3,2.0,2 Car/Under House Garage,1964,3,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-04,Wednesday
170468490,CLSD,2022-05-13,SF,319900,367500.0,"27 Mulberry Ln, Unit #27",Manchester,0.0,1793,1793,Ranch,6,3,2.0,2 Car/Attached Garage,2007,9,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-05,Friday
170476175,CLSD,2022-06-02,SF,299900,330000.0,51 Ridgewood Dr,Vernon,0.87,1850,1850,Raised Ranch,6,3,1.5,2 Car/Attached Garage,1965,17,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-06,Thursday
170481903,CLSD,2022-07-27,SF,249900,265000.0,50 Gardner St,Manchester,0.31,1248,1248,Raised Ranch,6,3,2.0,2 Car/Attached Garage,1961,5,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-07,Wednesday
170484347,CLSD,2022-07-27,SF,299900,325000.0,78 Pilgrim Ln,Manchester,0.43,1288,1288,Raised Ranch,7,3,2.0,2 Car/Attached Garage,1983,15,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-07,Wednesday
170490338,CLSD,2022-06-23,SF,269900,288500.0,118 Tracy Dr,Manchester,0.32,1440,1440,Cape Cod,6,3,2.0,1 Car/Attached Garage,1961,8,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-06,Thursday
170493017,CLSD,2022-08-02,SF,249900,200000.0,437 Birch Mountain Rd,Manchester,0.62,1993,1993,Colonial,7,3,2.0, Car/Unpaved,1895,5,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-08,Tuesday
170495763,CLSD,2022-09-09,SF,259900,260000.0,17 Alexander Dr,East Hartford,0.24,1465,1465,Cape Cod,6,3,2.0,1 Car/Attached Garage,1952,9,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-09,Friday
170500156,CLSD,2022-09-26,SF,329900,330000.0,103 Risley Rd,Vernon,0.56,1368,1368,Raised Ranch,6,3,2.0,2 Car/Attached Garage,1973,63,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-09,Monday
170507646,CLSD,2022-11-02,SF,329900,320000.0,20 Carriage Dr,Manchester,0.43,1606,1606,Cape Cod,7,3,1.5,2 Car/Attached Garage,1972,16,271,Vincent L Diana,2031283050,vincentldiana@example.com,2022,2022-11,Wednesday
170488039,CLSD,2022-07-08,SF,254900,260000.0,39 Monroe St,East Hartford,0.24,1066,1066,Ranch,5,3,2.0,1 Car/Carport,1956,4,272,Chancel M McCarthy,2032835815,chancelmmccarthy@example.com,2022,2022-07,Friday
170469379,CLSD,2022-05-16,SF,249900,260000.0,41 William St,East Hartford,0.27,1556,1556,Colonial,7,3,2.0,"1 Car/Detached Garage, Carport",1873,67,273,Terence Dominick,8606138211,terencedominick@example.com,2022,2022-05,Monday
170484460,CLSD,2022-06-29,SF,125000,156122.0,1742 Farmington Ave,Farmington,0.23,1380,1380,Ranch,5,3,2.0, Car/Off Street Parking,1963,68,273,Terence Dominick,8606138211,terencedominick@example.com,2022,2022-06,Wednesday
170505377,CLSD,2022-10-18,SF,179900,170000.0,211 Standish St,Hartford,0.12,1404,1404,Bungalow,7,3,1.5, Car/Driveway,1925,81,273,Terence Dominick,8606138211,terencedominick@example.com,2022,2022-10,Tuesday
170520751,CLSD,2022-10-02,SF,220000,220000.0,39 Spruce St,Newington,0.21,1386,1386,Cape Cod,6,3,1.5, Car/Driveway,1958,31,273,Terence Dominick,8606138211,terencedominick@example.com,2022,2022-10,Sunday
170539044,CLSD,2023-03-01,SF,399900,390000.0,3 Valley Crest Dr,West Hartford,0.21,1643,1643,Colonial,7,3,1.5,1 Car/Attached Garage,1959,89,273,Terence Dominick,8606138211,terencedominick@example.com,2023,2023-03,Wednesday
170539926,CLSD,2023-01-13,SF,159900,162100.0,241 Vernon St,Manchester,0.83,1826,1826,Ranch,7,3,2.0,Off Street Parking,1952,29,273,Terence Dominick,8606138211,terencedominick@example.com,2023,2023-01,Friday
170545179,CLSD,2023-02-17,SF,289900,305000.0,25 Chamberlain Rd,Wethersfield,0.2,1107,1107,Cape Cod,6,3,2.0,Attached Garage,1937,1,273,Terence Dominick,8606138211,terencedominick@example.com,2023,2023-02,Friday
170453898,CLSD,2022-05-03,SF,339900,360000.0,211 Old Farm Dr,Newington,0.25,1352,1352,Split Level,6,3,1.5,1 Car/Attached Garage,1964,27,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-05,Tuesday
170453988,CLSD,2022-06-17,SF,269000,289000.0,77 Blackstone Ln,East Hartford,0.4,1251,1251,Raised Ranch,5,3,1.5,2 Car/Attached Garage,1983,7,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-06,Friday
170464567,CLSD,2022-05-09,SF,235000,247600.0,47 Robbins Ave,Newington,0.18,1134,1134,Cape Cod,6,3,1.5,2 Car/Detached Garage,1947,5,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-05,Monday
170468963,CLSD,2022-04-03,SF,239900,260000.0,116 Spruce Dr,East Hartford,0.34,1850,1850,Ranch,6,3,2.0, Car/Paved,1965,6,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-04,Sunday
170469068,CLSD,2022-04-07,SF,275000,282000.0,12 Marvis St,Newington,0.14,1016,1016,Cape Cod,5,3,1.5,1 Car/Attached Garage,1939,9,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-04,Thursday
170472452,CLSD,2022-05-05,SF,269900,290000.0,15 Florence Ln,Plainville,0.29,1056,1056,Ranch,5,3,1.5,1 Car/Attached Garage,1962,4,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-05,Thursday
170474889,CLSD,2022-08-02,SF,340000,375000.0,198 Coppermine Rd,Farmington,1.76,1272,1272,Ranch,6,3,1.5,2 Car/Detached Garage,1948,66,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-08,Tuesday
170477560,CLSD,2022-07-01,SF,229900,241000.0,1012 Plymouth St,Windsor,0.24,1238,1238,Ranch,6,3,1.5, Car/Off Street Parking,1952,2,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-07,Friday
170480504,CLSD,2022-08-31,SF,570000,620000.0,17 Sunrise Hill Dr,West Hartford,0.31,2166,2166,Colonial,8,3,2.0,2 Car/Attached Garage,1950,9,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-08,Wednesday
170480793,CLSD,2022-07-12,SF,299000,285000.0,34 Simsbury Manor Dr,Simsbury,0.34,1080,1080,Split Level,6,3,2.0, Car/Other,1963,5,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-07,Tuesday
170483768,CLSD,2022-06-27,SF,240000,272500.0,57 Mapleside Dr,Wethersfield,0.28,1306,1306,Ranch,7,3,1.5, Car/Paved,1950,6,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-06,Monday
170486622,CLSD,2022-06-17,SF,344900,365000.0,1801 Asylum Ave,West Hartford,0.2,1445,1445,Colonial,7,3,1.5,1 Car/Attached Garage,1939,6,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-06,Friday
170487526,CLSD,2022-07-25,SF,385000,420000.0,18 Ballard Dr,West Hartford,0.17,1510,1510,Colonial,6,3,1.5,1 Car/Detached Garage,1928,2,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-07,Monday
170487890,CLSD,2022-08-19,SF,299999,299999.0,99 Milwood Rd,East Hartford,0.27,1660,1660,Colonial,7,3,1.5,"2 Car/Attached Garage, Unpaved",1945,51,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-08,Friday
170497917,CLSD,2022-08-31,SF,385000,415000.0,181 Weir St,Glastonbury,1.03,1800,1386,"Contemporary, Ranch",6,3,2.0,1 Car/Attached Garage,1953,4,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-08,Wednesday
170504612,CLSD,2022-08-22,SF,269900,275000.0,198 Connecticut Ave,Newington,0.3,1747,1091,Ranch,5,3,1.5,1 Car/Attached Garage,1957,12,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-08,Monday
170505303,CLSD,2022-08-16,SF,300000,330000.0,557 Jordan Ln,Wethersfield,0.31,1445,1445,Ranch,6,3,2.0,2 Car/Attached Garage,1966,5,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-08,Tuesday
170509969,CLSD,2022-09-02,SF,399900,405000.0,174 Lamplighter Ln,Newington,0.31,2592,2144,"Ranch, Split Level",7,3,2.0,2 Car/Attached Garage,1970,15,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-09,Friday
170510331,CLSD,2022-10-05,SF,314900,314900.0,36 Fairfield Ave,Newington,0.22,1826,1226,Raised Ranch,7,3,2.0,2 Car/Attached Garage,1970,23,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-10,Wednesday
170515231,CLSD,2022-10-07,SF,240000,255000.0,176 Carlton St,New Britain,0.17,1426,1426,Colonial,6,3,1.5,2 Car/Detached Garage,1913,7,274,Miale Team at Keller Williams Legacy Partners,8609258246,mialeteamatkellerwilliamslegacypartners@example.com,2022,2022-10,Friday
